seq_id,label,label_name,group,steps,severity,cluster_id,source,m6b_step,generated
M6B_L1_00649,1,bearing_wear,A,250,0.2236858308315277,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00650,1,bearing_wear,A,250,0.5210844278335571,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00651,1,bearing_wear,A,250,0.9165078997612,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00652,1,bearing_wear,A,250,0.7372902631759644,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00653,1,bearing_wear,A,250,0.39012670516967773,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00654,1,bearing_wear,A,250,0.8822249174118042,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00655,1,bearing_wear,A,250,0.47842514514923096,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00656,1,bearing_wear,A,250,0.8826757073402405,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00657,1,bearing_wear,A,250,0.4391549229621887,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00658,1,bearing_wear,A,250,0.6722561717033386,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00659,1,bearing_wear,A,250,0.5175520777702332,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00660,1,bearing_wear,A,250,0.41986003518104553,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00661,1,bearing_wear,A,250,0.909246027469635,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00662,1,bearing_wear,A,250,0.3500749468803406,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00663,1,bearing_wear,A,250,0.26784926652908325,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00664,1,bearing_wear,A,250,0.4735415577888489,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00665,1,bearing_wear,A,250,0.7741113305091858,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00666,1,bearing_wear,A,250,0.8459452986717224,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00667,1,bearing_wear,A,250,0.9989947080612183,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00668,1,bearing_wear,A,250,0.4370896518230438,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00669,1,bearing_wear,A,250,0.5263535380363464,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00670,1,bearing_wear,A,250,0.30945703387260437,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00671,1,bearing_wear,A,250,0.6598975658416748,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00672,1,bearing_wear,A,250,0.9980640411376953,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00673,1,bearing_wear,A,250,0.7607048153877258,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00674,1,bearing_wear,A,250,0.676170289516449,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00675,1,bearing_wear,A,250,0.5138952732086182,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00676,1,bearing_wear,A,250,0.9322389960289001,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00677,1,bearing_wear,A,250,0.5975332856178284,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00678,1,bearing_wear,A,250,0.30749353766441345,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00679,1,bearing_wear,A,250,0.4923027753829956,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00680,1,bearing_wear,A,250,0.2537333369255066,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00681,1,bearing_wear,A,250,0.36158323287963867,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00682,1,bearing_wear,A,250,0.21413502097129822,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00683,1,bearing_wear,A,250,0.562623918056488,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00684,1,bearing_wear,A,250,0.7076321840286255,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00685,1,bearing_wear,A,250,0.47463396191596985,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00686,1,bearing_wear,A,250,0.5363054275512695,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00687,1,bearing_wear,A,250,0.96736741065979,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00688,1,bearing_wear,A,250,0.801570475101471,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00689,1,bearing_wear,A,250,0.6326853036880493,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00690,1,bearing_wear,A,250,0.4276326894760132,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00691,1,bearing_wear,A,250,0.9175974130630493,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00692,1,bearing_wear,A,250,0.3880777060985565,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00693,1,bearing_wear,A,250,0.46027418971061707,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00694,1,bearing_wear,A,250,0.9272518754005432,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00695,1,bearing_wear,A,250,0.623633623123169,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00696,1,bearing_wear,A,250,0.7938543558120728,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00697,1,bearing_wear,A,250,0.6725958585739136,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00698,1,bearing_wear,A,250,0.7227513790130615,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00699,1,bearing_wear,A,250,0.4395066201686859,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00700,1,bearing_wear,A,250,0.3930976390838623,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00701,1,bearing_wear,A,250,0.45799386501312256,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00702,1,bearing_wear,A,250,0.32435324788093567,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00703,1,bearing_wear,A,250,0.899451494216919,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00704,1,bearing_wear,A,250,0.426597535610199,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00705,1,bearing_wear,A,250,0.6491914987564087,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00706,1,bearing_wear,A,250,0.8335795402526855,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00707,1,bearing_wear,A,250,0.827059268951416,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00708,1,bearing_wear,A,250,0.5507090091705322,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00709,1,bearing_wear,A,250,0.581005871295929,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00710,1,bearing_wear,A,250,0.9957613945007324,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00711,1,bearing_wear,A,250,0.7396779656410217,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00712,1,bearing_wear,A,250,0.8517107367515564,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00713,1,bearing_wear,A,250,0.9220432043075562,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00714,1,bearing_wear,A,250,0.8300718665122986,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00715,1,bearing_wear,A,250,0.34814348816871643,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00716,1,bearing_wear,A,250,0.6497365832328796,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00717,1,bearing_wear,A,250,0.28151533007621765,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00718,1,bearing_wear,A,250,0.7223377227783203,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00719,1,bearing_wear,A,250,0.9642795324325562,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00720,1,bearing_wear,A,250,0.6101856231689453,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00721,1,bearing_wear,A,250,0.5463780164718628,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00722,1,bearing_wear,A,250,0.22867420315742493,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00723,1,bearing_wear,A,250,0.9678196310997009,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00724,1,bearing_wear,A,250,0.2824021577835083,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00725,1,bearing_wear,A,250,0.23286327719688416,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00726,1,bearing_wear,A,250,0.3968532979488373,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00727,1,bearing_wear,A,250,0.25242435932159424,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00728,1,bearing_wear,A,250,0.5640942454338074,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00729,1,bearing_wear,A,250,0.6128702163696289,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00730,1,bearing_wear,A,250,0.45005595684051514,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00731,1,bearing_wear,A,250,0.24076838791370392,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00732,1,bearing_wear,A,250,0.2892802953720093,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00733,1,bearing_wear,A,250,0.5076035261154175,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00734,1,bearing_wear,A,250,0.2484227567911148,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00735,1,bearing_wear,A,250,0.7585517764091492,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00736,1,bearing_wear,A,250,0.36561644077301025,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00737,1,bearing_wear,A,250,0.44165724515914917,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00738,1,bearing_wear,A,250,0.5153006315231323,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00739,1,bearing_wear,A,250,0.5332877039909363,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00740,1,bearing_wear,A,250,0.2013285607099533,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00741,1,bearing_wear,A,250,0.28965631127357483,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00742,1,bearing_wear,A,250,0.8902116417884827,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00743,1,bearing_wear,A,250,0.20098644495010376,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00744,1,bearing_wear,A,250,0.6065338850021362,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00745,1,bearing_wear,A,250,0.5916016101837158,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00746,1,bearing_wear,A,250,0.46647533774375916,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00747,1,bearing_wear,A,250,0.5450615882873535,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00748,1,bearing_wear,A,250,0.8244649171829224,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00749,1,bearing_wear,A,250,0.8729629516601562,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00750,1,bearing_wear,A,250,0.40827882289886475,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00751,1,bearing_wear,A,250,0.4579923450946808,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00752,1,bearing_wear,A,250,0.3939862847328186,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00753,1,bearing_wear,A,250,0.5838907361030579,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00754,1,bearing_wear,A,250,0.746606707572937,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00755,1,bearing_wear,A,250,0.3826023042201996,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00756,1,bearing_wear,A,250,0.46458858251571655,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00757,1,bearing_wear,A,250,0.9443076848983765,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00758,1,bearing_wear,A,250,0.23885543644428253,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00759,1,bearing_wear,A,250,0.5686156749725342,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00760,1,bearing_wear,A,250,0.7692464590072632,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00761,1,bearing_wear,A,250,0.32036322355270386,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00762,1,bearing_wear,A,250,0.23789921402931213,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00763,1,bearing_wear,A,250,0.3105643093585968,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00764,1,bearing_wear,A,250,0.9350585341453552,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00765,1,bearing_wear,A,250,0.20740783214569092,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00766,1,bearing_wear,A,250,0.35065758228302,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00767,1,bearing_wear,A,250,0.22502681612968445,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00768,1,bearing_wear,A,250,0.28850358724594116,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00769,1,bearing_wear,A,250,0.6961194276809692,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00770,1,bearing_wear,A,250,0.39331111311912537,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00771,1,bearing_wear,A,250,0.6553696393966675,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00772,1,bearing_wear,A,250,0.6721563339233398,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00773,1,bearing_wear,A,250,0.8795482516288757,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00774,1,bearing_wear,A,250,0.20379310846328735,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00775,1,bearing_wear,A,250,0.8826955556869507,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00776,1,bearing_wear,A,250,0.6952952742576599,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00777,1,bearing_wear,A,250,0.3301948010921478,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00778,1,bearing_wear,A,250,0.8183498978614807,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00779,1,bearing_wear,A,250,0.8843932151794434,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00780,1,bearing_wear,A,250,0.40341079235076904,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00781,1,bearing_wear,A,250,0.9350349307060242,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00782,1,bearing_wear,A,250,0.5635659694671631,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00783,1,bearing_wear,A,250,0.6827395558357239,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00784,1,bearing_wear,A,250,0.9877196550369263,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00785,1,bearing_wear,A,250,0.48922887444496155,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00786,1,bearing_wear,A,250,0.8505274653434753,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00787,1,bearing_wear,A,250,0.45471930503845215,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00788,1,bearing_wear,A,250,0.839370846748352,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00789,1,bearing_wear,A,250,0.680587112903595,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00790,1,bearing_wear,A,250,0.37308454513549805,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00791,1,bearing_wear,A,250,0.5312208533287048,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00792,1,bearing_wear,A,250,0.45410850644111633,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00793,1,bearing_wear,A,250,0.2624867260456085,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00794,1,bearing_wear,A,250,0.22386781871318817,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00795,1,bearing_wear,A,250,0.47718292474746704,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00796,1,bearing_wear,A,250,0.21522732079029083,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00797,1,bearing_wear,A,250,0.3323902189731598,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00798,1,bearing_wear,A,250,0.7801466584205627,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00799,1,bearing_wear,A,250,0.7664729952812195,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00800,1,bearing_wear,A,250,0.7908642888069153,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00801,1,bearing_wear,A,250,0.4537225365638733,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00802,1,bearing_wear,A,250,0.9120155572891235,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00803,1,bearing_wear,A,250,0.6750644445419312,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00804,1,bearing_wear,A,250,0.30082106590270996,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00805,1,bearing_wear,A,250,0.31497493386268616,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00806,1,bearing_wear,A,250,0.7544763684272766,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00807,1,bearing_wear,A,250,0.338355153799057,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00808,1,bearing_wear,A,250,0.6058341860771179,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00809,1,bearing_wear,A,250,0.9934195876121521,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00810,1,bearing_wear,A,250,0.20320607721805573,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00811,1,bearing_wear,A,250,0.2132638394832611,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00812,1,bearing_wear,A,250,0.9944676756858826,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00813,1,bearing_wear,A,250,0.667711079120636,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00814,1,bearing_wear,A,250,0.3015279769897461,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00815,1,bearing_wear,A,250,0.9178417325019836,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00816,1,bearing_wear,A,250,0.9043042659759521,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00817,1,bearing_wear,A,250,0.6289603114128113,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00818,1,bearing_wear,A,250,0.6974336504936218,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00819,1,bearing_wear,A,250,0.4185497462749481,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00820,1,bearing_wear,A,250,0.2404157519340515,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00821,1,bearing_wear,A,250,0.6756541132926941,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00822,1,bearing_wear,A,250,0.435804158449173,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00823,1,bearing_wear,A,250,0.7308968305587769,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00824,1,bearing_wear,A,250,0.8689961433410645,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00825,1,bearing_wear,A,250,0.21452844142913818,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00826,1,bearing_wear,A,250,0.6765710115432739,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00827,1,bearing_wear,A,250,0.38502442836761475,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00828,1,bearing_wear,A,250,0.8991107940673828,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00829,1,bearing_wear,A,250,0.4029316008090973,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00830,1,bearing_wear,A,250,0.6886160969734192,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00831,1,bearing_wear,A,250,0.6428326964378357,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00832,1,bearing_wear,A,250,0.5169332027435303,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00833,1,bearing_wear,A,250,0.7420966029167175,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00834,1,bearing_wear,A,250,0.7806156873703003,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00835,1,bearing_wear,A,250,0.6535502076148987,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00836,1,bearing_wear,A,250,0.8067377805709839,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00837,1,bearing_wear,A,250,0.9867336750030518,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00838,1,bearing_wear,A,250,0.535417914390564,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00839,1,bearing_wear,A,250,0.6116664409637451,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00840,1,bearing_wear,A,250,0.20997589826583862,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00841,1,bearing_wear,A,250,0.8368228673934937,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00842,1,bearing_wear,A,250,0.6161840558052063,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00843,1,bearing_wear,A,250,0.5263691544532776,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00844,1,bearing_wear,A,250,0.27525755763053894,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00845,1,bearing_wear,A,250,0.9117251634597778,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00846,1,bearing_wear,A,250,0.51600581407547,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00847,1,bearing_wear,A,250,0.7460652589797974,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00848,1,bearing_wear,A,250,0.31949931383132935,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00849,1,bearing_wear,A,250,0.9692397117614746,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00850,1,bearing_wear,A,250,0.34275341033935547,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00851,1,bearing_wear,A,250,0.35963359475135803,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00852,1,bearing_wear,A,250,0.8871862888336182,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00853,1,bearing_wear,A,250,0.9300661683082581,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00854,1,bearing_wear,A,250,0.36971792578697205,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00855,1,bearing_wear,A,250,0.5758407115936279,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00856,1,bearing_wear,A,250,0.7867959141731262,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00857,1,bearing_wear,A,250,0.9026926159858704,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00858,1,bearing_wear,A,250,0.5032421350479126,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00859,1,bearing_wear,A,250,0.6136155724525452,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00860,1,bearing_wear,A,250,0.7933731079101562,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00861,1,bearing_wear,A,250,0.7849087715148926,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00862,1,bearing_wear,A,250,0.8263680934906006,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00863,1,bearing_wear,A,250,0.6559470295906067,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00864,1,bearing_wear,A,250,0.2836920917034149,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00865,1,bearing_wear,A,250,0.9231786131858826,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00866,1,bearing_wear,A,250,0.8924580216407776,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00867,1,bearing_wear,A,250,0.8384779691696167,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00868,1,bearing_wear,A,250,0.2798899710178375,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00869,1,bearing_wear,A,250,0.3635178804397583,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00870,1,bearing_wear,A,250,0.7948802709579468,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00871,1,bearing_wear,A,250,0.21851207315921783,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00872,1,bearing_wear,A,250,0.9833797216415405,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00873,1,bearing_wear,A,250,0.5017157196998596,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00874,1,bearing_wear,A,250,0.7754500508308411,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00875,1,bearing_wear,A,250,0.9100568890571594,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00876,1,bearing_wear,A,250,0.5157039165496826,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00877,1,bearing_wear,A,250,0.4553059935569763,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00878,1,bearing_wear,A,250,0.686992883682251,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00879,1,bearing_wear,A,250,0.6647915244102478,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00880,1,bearing_wear,A,250,0.5273119807243347,3,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00881,1,bearing_wear,A,250,0.6814197897911072,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00882,1,bearing_wear,A,250,0.948305070400238,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00883,1,bearing_wear,A,250,0.5741121768951416,2,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00884,1,bearing_wear,A,250,0.357393741607666,1,m6b_physics_lib_v2,0_v2,2026-04-26
M6B_L1_00885,1,bearing_wear,A,250,0.5017647743225098,2,m6b_physics_lib_v2,0_v2,2026-04-26
