seq_id,label,fault_type,severity,fault_stage,source,cluster,seed_idx
1348,1,bearing_wear,0.9095,advanced,spike_seed_weibull,startup,200
1349,1,bearing_wear,0.4279,developing,spike_seed_weibull,steady_state,201
1350,1,bearing_wear,0.5801,developing,spike_seed_weibull,steady_state,202
1351,1,bearing_wear,0.3868,developing,spike_seed_weibull,steady_state,205
1352,1,bearing_wear,0.804,advanced,spike_seed_weibull,steady_state,206
1353,1,bearing_wear,0.5647,developing,spike_seed_weibull,startup,207
1354,1,bearing_wear,0.0747,early,spike_seed_weibull,high_load,208
1355,1,bearing_wear,0.9068,advanced,spike_seed_weibull,startup,210
1356,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,212
1357,1,bearing_wear,0.8057,advanced,spike_seed_weibull,high_load,213
1358,1,bearing_wear,0.8663,advanced,spike_seed_weibull,startup,215
1359,1,bearing_wear,0.6053,developing,spike_seed_weibull,startup,216
1360,1,bearing_wear,0.2193,early,spike_seed_weibull,steady_state,219
1361,1,bearing_wear,0.4982,developing,spike_seed_weibull,high_load,220
1362,1,bearing_wear,0.246,early,spike_seed_weibull,steady_state,221
1363,1,bearing_wear,0.5362,developing,spike_seed_weibull,high_load,223
1364,1,bearing_wear,0.05,early,spike_seed_weibull,startup,224
1365,1,bearing_wear,0.2283,early,spike_seed_weibull,high_load,225
1366,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,226
1367,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,227
1368,1,bearing_wear,0.5272,developing,spike_seed_weibull,startup,228
1369,1,bearing_wear,0.2662,early,spike_seed_weibull,startup,229
1370,1,bearing_wear,0.1773,early,spike_seed_weibull,startup,230
1371,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,231
1372,1,bearing_wear,0.0727,early,spike_seed_weibull,steady_state,232
1373,1,bearing_wear,0.854,advanced,spike_seed_weibull,startup,233
1374,1,bearing_wear,0.6223,developing,spike_seed_weibull,startup,234
1375,1,bearing_wear,0.799,advanced,spike_seed_weibull,steady_state,235
1376,1,bearing_wear,0.0684,early,spike_seed_weibull,high_load,236
1377,1,bearing_wear,0.9794,advanced,spike_seed_weibull,high_load,237
1378,1,bearing_wear,0.1491,early,spike_seed_weibull,startup,238
1379,1,bearing_wear,0.176,early,spike_seed_weibull,high_load,239
1380,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,240
1381,1,bearing_wear,0.113,early,spike_seed_weibull,high_load,242
1382,1,bearing_wear,0.9593,advanced,spike_seed_weibull,startup,243
1383,1,bearing_wear,0.111,early,spike_seed_weibull,startup,244
1384,1,bearing_wear,0.134,early,spike_seed_weibull,steady_state,246
1385,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,249
1386,1,bearing_wear,0.4369,developing,spike_seed_weibull,steady_state,250
1387,1,bearing_wear,0.5702,developing,spike_seed_weibull,startup,252
1388,1,bearing_wear,0.3832,developing,spike_seed_weibull,steady_state,253
1389,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,255
1390,1,bearing_wear,0.0698,early,spike_seed_weibull,steady_state,256
1391,1,bearing_wear,0.665,advanced,spike_seed_weibull,high_load,258
1392,1,bearing_wear,0.8595,advanced,spike_seed_weibull,steady_state,259
1393,1,bearing_wear,0.8947,advanced,spike_seed_weibull,startup,260
1394,1,bearing_wear,0.202,early,spike_seed_weibull,high_load,261
1395,1,bearing_wear,0.0522,early,spike_seed_weibull,high_load,262
1396,1,bearing_wear,0.1213,early,spike_seed_weibull,steady_state,265
1397,1,bearing_wear,0.6356,developing,spike_seed_weibull,high_load,266
1398,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,267
1399,1,bearing_wear,0.05,early,spike_seed_weibull,startup,268
1400,1,bearing_wear,0.2121,early,spike_seed_weibull,high_load,269
1401,1,bearing_wear,0.0899,early,spike_seed_weibull,high_load,270
1402,1,bearing_wear,0.2643,early,spike_seed_weibull,startup,271
1403,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,272
1404,1,bearing_wear,0.854,advanced,spike_seed_weibull,high_load,273
1405,1,bearing_wear,0.0635,early,spike_seed_weibull,steady_state,275
1406,1,bearing_wear,0.5386,developing,spike_seed_weibull,startup,276
1407,1,bearing_wear,0.7687,advanced,spike_seed_weibull,startup,278
1408,1,bearing_wear,0.0763,early,spike_seed_weibull,high_load,279
1409,1,bearing_wear,0.1136,early,spike_seed_weibull,steady_state,280
1410,1,bearing_wear,0.2272,early,spike_seed_weibull,startup,281
1411,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,282
1412,1,bearing_wear,0.547,developing,spike_seed_weibull,startup,283
1413,1,bearing_wear,0.3079,developing,spike_seed_weibull,high_load,284
1414,1,bearing_wear,0.1663,early,spike_seed_weibull,high_load,285
1415,1,bearing_wear,0.2647,early,spike_seed_weibull,steady_state,286
1416,1,bearing_wear,0.154,early,spike_seed_weibull,startup,287
1417,1,bearing_wear,0.1675,early,spike_seed_weibull,startup,288
1418,1,bearing_wear,0.9493,advanced,spike_seed_weibull,high_load,289
1419,1,bearing_wear,0.5895,developing,spike_seed_weibull,startup,290
1420,1,bearing_wear,0.195,early,spike_seed_weibull,steady_state,291
1421,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,292
1422,1,bearing_wear,0.0674,early,spike_seed_weibull,startup,293
1423,1,bearing_wear,0.1941,early,spike_seed_weibull,steady_state,294
1424,1,bearing_wear,0.0733,early,spike_seed_weibull,high_load,295
1425,1,bearing_wear,0.2094,early,spike_seed_weibull,steady_state,297
1426,1,bearing_wear,0.3257,developing,spike_seed_weibull,steady_state,298
1427,1,bearing_wear,0.6524,advanced,spike_seed_weibull,steady_state,300
1428,1,bearing_wear,0.05,early,spike_seed_weibull,startup,301
1429,1,bearing_wear,0.5561,developing,spike_seed_weibull,steady_state,302
1430,1,bearing_wear,0.0836,early,spike_seed_weibull,high_load,303
1431,1,bearing_wear,0.1556,early,spike_seed_weibull,startup,304
1432,1,bearing_wear,0.2508,early,spike_seed_weibull,high_load,305
1433,1,bearing_wear,0.087,early,spike_seed_weibull,high_load,307
1434,1,bearing_wear,0.7844,advanced,spike_seed_weibull,startup,308
1435,1,bearing_wear,0.7052,advanced,spike_seed_weibull,high_load,309
1436,1,bearing_wear,0.6506,advanced,spike_seed_weibull,high_load,310
1437,1,bearing_wear,0.4781,developing,spike_seed_weibull,steady_state,311
1438,1,bearing_wear,0.0696,early,spike_seed_weibull,steady_state,312
1439,1,bearing_wear,0.0842,early,spike_seed_weibull,startup,313
1440,1,bearing_wear,0.1965,early,spike_seed_weibull,startup,314
1441,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,315
1442,1,bearing_wear,0.054,early,spike_seed_weibull,startup,316
1443,1,bearing_wear,0.1915,early,spike_seed_weibull,high_load,319
1444,1,bearing_wear,0.1707,early,spike_seed_weibull,startup,320
1445,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,321
1446,1,bearing_wear,0.1414,early,spike_seed_weibull,steady_state,322
1447,1,bearing_wear,0.357,developing,spike_seed_weibull,steady_state,323
1448,1,bearing_wear,0.6267,developing,spike_seed_weibull,startup,325
1449,1,bearing_wear,0.094,early,spike_seed_weibull,startup,327
1450,1,bearing_wear,0.5188,developing,spike_seed_weibull,steady_state,330
1451,1,bearing_wear,0.693,advanced,spike_seed_weibull,startup,332
1452,1,bearing_wear,0.6468,developing,spike_seed_weibull,high_load,333
1453,1,bearing_wear,0.05,early,spike_seed_weibull,startup,334
1454,1,bearing_wear,0.5254,developing,spike_seed_weibull,high_load,335
1455,1,bearing_wear,0.6333,developing,spike_seed_weibull,startup,336
1456,1,bearing_wear,0.2425,early,spike_seed_weibull,high_load,337
1457,1,bearing_wear,0.0856,early,spike_seed_weibull,steady_state,338
1458,1,bearing_wear,0.57,developing,spike_seed_weibull,startup,339
1459,1,bearing_wear,0.3128,developing,spike_seed_weibull,steady_state,340
1460,1,bearing_wear,0.4826,developing,spike_seed_weibull,steady_state,341
1461,1,bearing_wear,0.3783,developing,spike_seed_weibull,startup,342
1462,1,bearing_wear,0.1121,early,spike_seed_weibull,startup,343
1463,1,bearing_wear,0.5697,developing,spike_seed_weibull,steady_state,346
1464,1,bearing_wear,0.7665,advanced,spike_seed_weibull,steady_state,347
1465,1,bearing_wear,0.05,early,spike_seed_weibull,startup,348
1466,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,349
1467,1,bearing_wear,0.2277,early,spike_seed_weibull,steady_state,350
1468,1,bearing_wear,0.05,early,spike_seed_weibull,startup,351
1469,1,bearing_wear,0.8704,advanced,spike_seed_weibull,steady_state,356
1470,1,bearing_wear,0.05,early,spike_seed_weibull,startup,358
1471,1,bearing_wear,0.0951,early,spike_seed_weibull,startup,359
1472,1,bearing_wear,0.1676,early,spike_seed_weibull,steady_state,360
1473,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,361
1474,1,bearing_wear,0.195,early,spike_seed_weibull,startup,363
1475,1,bearing_wear,0.9502,advanced,spike_seed_weibull,steady_state,364
1476,1,bearing_wear,0.05,early,spike_seed_weibull,startup,365
1477,1,bearing_wear,0.0836,early,spike_seed_weibull,steady_state,366
1478,1,bearing_wear,0.1549,early,spike_seed_weibull,startup,367
1479,1,bearing_wear,0.2359,early,spike_seed_weibull,steady_state,368
1480,1,bearing_wear,0.529,developing,spike_seed_weibull,high_load,369
1481,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,370
1482,1,bearing_wear,0.8365,advanced,spike_seed_weibull,startup,371
1483,1,bearing_wear,0.0874,early,spike_seed_weibull,startup,372
1484,1,bearing_wear,0.1681,early,spike_seed_weibull,steady_state,373
1485,1,bearing_wear,0.7198,advanced,spike_seed_weibull,startup,374
1486,1,bearing_wear,0.4888,developing,spike_seed_weibull,steady_state,375
1487,1,bearing_wear,0.158,early,spike_seed_weibull,startup,376
1488,1,bearing_wear,0.3745,developing,spike_seed_weibull,startup,377
1489,1,bearing_wear,0.3341,developing,spike_seed_weibull,high_load,379
1490,1,bearing_wear,0.9698,advanced,spike_seed_weibull,steady_state,380
1491,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,381
1492,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,384
1493,1,bearing_wear,0.731,advanced,spike_seed_weibull,steady_state,385
1494,1,bearing_wear,0.3591,developing,spike_seed_weibull,high_load,386
1495,1,bearing_wear,0.3603,developing,spike_seed_weibull,startup,387
1496,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,388
1497,1,bearing_wear,0.05,early,spike_seed_weibull,startup,389
1498,1,bearing_wear,0.1664,early,spike_seed_weibull,steady_state,390
1499,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,391
1500,1,bearing_wear,0.0857,early,spike_seed_weibull,high_load,392
1501,1,bearing_wear,0.1639,early,spike_seed_weibull,high_load,393
1502,1,bearing_wear,0.1189,early,spike_seed_weibull,high_load,395
1503,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,396
1504,1,bearing_wear,0.3492,developing,spike_seed_weibull,steady_state,398
1505,1,bearing_wear,0.2041,early,spike_seed_weibull,startup,401
1506,1,bearing_wear,0.5084,developing,spike_seed_weibull,high_load,402
1507,1,bearing_wear,0.179,early,spike_seed_weibull,startup,403
1508,1,bearing_wear,0.6317,developing,spike_seed_weibull,high_load,405
1509,1,bearing_wear,0.3972,developing,spike_seed_weibull,high_load,406
1510,1,bearing_wear,0.1195,early,spike_seed_weibull,startup,408
1511,1,bearing_wear,0.0755,early,spike_seed_weibull,steady_state,409
1512,1,bearing_wear,0.05,early,spike_seed_weibull,startup,411
1513,1,bearing_wear,0.4216,developing,spike_seed_weibull,high_load,412
1514,1,bearing_wear,0.05,early,spike_seed_weibull,startup,414
1515,1,bearing_wear,0.2018,early,spike_seed_weibull,startup,415
1516,1,bearing_wear,0.5674,developing,spike_seed_weibull,steady_state,416
1517,1,bearing_wear,0.4372,developing,spike_seed_weibull,steady_state,417
1518,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,418
1519,1,bearing_wear,0.2709,early,spike_seed_weibull,startup,419
1520,1,bearing_wear,0.9045,advanced,spike_seed_weibull,startup,421
1521,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,423
1522,1,bearing_wear,0.1081,early,spike_seed_weibull,steady_state,426
1523,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,428
1524,1,bearing_wear,0.1218,early,spike_seed_weibull,steady_state,429
1525,1,bearing_wear,0.2951,early,spike_seed_weibull,steady_state,430
1526,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,431
1527,1,bearing_wear,0.0889,early,spike_seed_weibull,steady_state,432
1528,1,bearing_wear,0.6655,advanced,spike_seed_weibull,high_load,433
1529,1,bearing_wear,0.9101,advanced,spike_seed_weibull,startup,434
1530,1,bearing_wear,0.6219,developing,spike_seed_weibull,steady_state,435
1531,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,438
1532,1,bearing_wear,0.0714,early,spike_seed_weibull,high_load,439
1533,1,bearing_wear,0.4395,developing,spike_seed_weibull,startup,440
1534,1,bearing_wear,0.5594,developing,spike_seed_weibull,steady_state,441
1535,1,bearing_wear,0.3325,developing,spike_seed_weibull,high_load,442
1536,1,bearing_wear,0.8901,advanced,spike_seed_weibull,high_load,444
1537,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,445
1538,1,bearing_wear,0.7729,advanced,spike_seed_weibull,startup,447
1539,1,bearing_wear,0.6213,developing,spike_seed_weibull,startup,448
1540,1,bearing_wear,0.1897,early,spike_seed_weibull,startup,450
1541,1,bearing_wear,0.05,early,spike_seed_weibull,startup,451
1542,1,bearing_wear,0.1459,early,spike_seed_weibull,steady_state,452
1543,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,453
1544,1,bearing_wear,0.5092,developing,spike_seed_weibull,high_load,454
1545,1,bearing_wear,0.2573,early,spike_seed_weibull,high_load,455
1546,1,bearing_wear,0.07,early,spike_seed_weibull,startup,460
1547,1,bearing_wear,0.2514,early,spike_seed_weibull,steady_state,461
1548,1,bearing_wear,0.6167,developing,spike_seed_weibull,high_load,463
1549,1,bearing_wear,0.3252,developing,spike_seed_weibull,startup,464
1550,1,bearing_wear,0.5399,developing,spike_seed_weibull,steady_state,465
1551,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,467
1552,1,bearing_wear,0.0637,early,spike_seed_weibull,high_load,468
1553,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,470
1554,1,bearing_wear,0.348,developing,spike_seed_weibull,steady_state,473
1555,1,bearing_wear,0.0528,early,spike_seed_weibull,steady_state,474
1556,1,bearing_wear,0.9344,advanced,spike_seed_weibull,steady_state,475
1557,1,bearing_wear,0.2367,early,spike_seed_weibull,startup,477
1558,1,bearing_wear,0.05,early,spike_seed_weibull,startup,478
1559,1,bearing_wear,0.2849,early,spike_seed_weibull,high_load,479
1560,1,bearing_wear,0.2212,early,spike_seed_weibull,startup,480
1561,1,bearing_wear,0.0615,early,spike_seed_weibull,steady_state,481
1562,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,482
1563,1,bearing_wear,0.7817,advanced,spike_seed_weibull,high_load,483
1564,1,bearing_wear,0.106,early,spike_seed_weibull,startup,484
1565,1,bearing_wear,0.1457,early,spike_seed_weibull,steady_state,485
1566,1,bearing_wear,0.4325,developing,spike_seed_weibull,steady_state,487
1567,1,bearing_wear,0.2947,early,spike_seed_weibull,high_load,488
1568,1,bearing_wear,0.9499,advanced,spike_seed_weibull,startup,489
1569,1,bearing_wear,0.05,early,spike_seed_weibull,startup,490
1570,1,bearing_wear,0.1359,early,spike_seed_weibull,steady_state,491
1571,1,bearing_wear,0.0972,early,spike_seed_weibull,steady_state,492
1572,1,bearing_wear,0.1984,early,spike_seed_weibull,steady_state,493
1573,1,bearing_wear,0.5571,developing,spike_seed_weibull,startup,494
1574,1,bearing_wear,0.9307,advanced,spike_seed_weibull,high_load,495
1575,1,bearing_wear,0.05,early,spike_seed_weibull,startup,496
1576,1,bearing_wear,0.0671,early,spike_seed_weibull,startup,499
1577,1,bearing_wear,0.1136,early,spike_seed_weibull,startup,500
1578,1,bearing_wear,0.0942,early,spike_seed_weibull,startup,501
1579,1,bearing_wear,0.0886,early,spike_seed_weibull,steady_state,502
1580,1,bearing_wear,0.4705,developing,spike_seed_weibull,high_load,503
1581,1,bearing_wear,0.2033,early,spike_seed_weibull,startup,504
1582,1,bearing_wear,0.4022,developing,spike_seed_weibull,startup,505
1583,1,bearing_wear,0.3265,developing,spike_seed_weibull,steady_state,506
1584,1,bearing_wear,0.4325,developing,spike_seed_weibull,steady_state,507
1585,1,bearing_wear,0.1407,early,spike_seed_weibull,startup,508
1586,1,bearing_wear,0.4106,developing,spike_seed_weibull,high_load,509
1587,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,510
1588,1,bearing_wear,0.3298,developing,spike_seed_weibull,steady_state,512
1589,1,bearing_wear,0.05,early,spike_seed_weibull,high_load,513
1590,1,bearing_wear,0.0794,early,spike_seed_weibull,startup,514
1591,1,bearing_wear,0.05,early,spike_seed_weibull,steady_state,515
1592,1,bearing_wear,0.4789,developing,physics_weibull,startup,515
1593,1,bearing_wear,0.9245,advanced,physics_weibull,startup,515
1594,1,bearing_wear,0.1896,early,physics_weibull,high_load,515
1595,1,bearing_wear,0.5262,developing,physics_weibull,steady_state,515
1596,1,bearing_wear,0.05,early,physics_weibull,startup,515
1597,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1598,1,bearing_wear,0.2881,early,physics_weibull,high_load,515
1599,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1600,1,bearing_wear,0.3049,developing,physics_weibull,steady_state,515
1601,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1602,1,bearing_wear,0.1878,early,physics_weibull,high_load,515
1603,1,bearing_wear,0.14,early,physics_weibull,startup,515
1604,1,bearing_wear,0.1862,early,physics_weibull,high_load,515
1605,1,bearing_wear,0.1348,early,physics_weibull,high_load,515
1606,1,bearing_wear,0.3124,developing,physics_weibull,startup,515
1607,1,bearing_wear,0.5254,developing,physics_weibull,steady_state,515
1608,1,bearing_wear,0.05,early,physics_weibull,startup,515
1609,1,bearing_wear,0.2938,early,physics_weibull,steady_state,515
1610,1,bearing_wear,0.0802,early,physics_weibull,steady_state,515
1611,1,bearing_wear,0.844,advanced,physics_weibull,steady_state,515
1612,1,bearing_wear,0.3487,developing,physics_weibull,startup,515
1613,1,bearing_wear,0.109,early,physics_weibull,startup,515
1614,1,bearing_wear,0.3778,developing,physics_weibull,steady_state,515
1615,1,bearing_wear,0.0672,early,physics_weibull,startup,515
1616,1,bearing_wear,0.1282,early,physics_weibull,steady_state,515
1617,1,bearing_wear,0.0727,early,physics_weibull,steady_state,515
1618,1,bearing_wear,0.1803,early,physics_weibull,high_load,515
1619,1,bearing_wear,0.3259,developing,physics_weibull,steady_state,515
1620,1,bearing_wear,0.1709,early,physics_weibull,high_load,515
1621,1,bearing_wear,0.8977,advanced,physics_weibull,high_load,515
1622,1,bearing_wear,0.4275,developing,physics_weibull,steady_state,515
1623,1,bearing_wear,0.4112,developing,physics_weibull,steady_state,515
1624,1,bearing_wear,0.9265,advanced,physics_weibull,startup,515
1625,1,bearing_wear,0.2684,early,physics_weibull,steady_state,515
1626,1,bearing_wear,0.2643,early,physics_weibull,high_load,515
1627,1,bearing_wear,0.0585,early,physics_weibull,steady_state,515
1628,1,bearing_wear,0.1494,early,physics_weibull,startup,515
1629,1,bearing_wear,0.7491,advanced,physics_weibull,startup,515
1630,1,bearing_wear,0.258,early,physics_weibull,startup,515
1631,1,bearing_wear,0.6573,advanced,physics_weibull,startup,515
1632,1,bearing_wear,0.5513,developing,physics_weibull,high_load,515
1633,1,bearing_wear,0.5436,developing,physics_weibull,startup,515
1634,1,bearing_wear,0.05,early,physics_weibull,startup,515
1635,1,bearing_wear,0.0817,early,physics_weibull,steady_state,515
1636,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1637,1,bearing_wear,0.0548,early,physics_weibull,steady_state,515
1638,1,bearing_wear,0.05,early,physics_weibull,startup,515
1639,1,bearing_wear,0.4996,developing,physics_weibull,steady_state,515
1640,1,bearing_wear,0.3535,developing,physics_weibull,high_load,515
1641,1,bearing_wear,0.2756,early,physics_weibull,steady_state,515
1642,1,bearing_wear,0.3333,developing,physics_weibull,steady_state,515
1643,1,bearing_wear,0.569,developing,physics_weibull,steady_state,515
1644,1,bearing_wear,0.6416,developing,physics_weibull,high_load,515
1645,1,bearing_wear,0.1749,early,physics_weibull,steady_state,515
1646,1,bearing_wear,0.87,advanced,physics_weibull,startup,515
1647,1,bearing_wear,0.4806,developing,physics_weibull,high_load,515
1648,1,bearing_wear,0.0853,early,physics_weibull,high_load,515
1649,1,bearing_wear,0.9534,advanced,physics_weibull,steady_state,515
1650,1,bearing_wear,0.05,early,physics_weibull,startup,515
1651,1,bearing_wear,0.8663,advanced,physics_weibull,startup,515
1652,1,bearing_wear,0.482,developing,physics_weibull,steady_state,515
1653,1,bearing_wear,0.0704,early,physics_weibull,steady_state,515
1654,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1655,1,bearing_wear,0.5996,developing,physics_weibull,high_load,515
1656,1,bearing_wear,0.1053,early,physics_weibull,startup,515
1657,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1658,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1659,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1660,1,bearing_wear,0.9829,advanced,physics_weibull,high_load,515
1661,1,bearing_wear,0.6397,developing,physics_weibull,startup,515
1662,1,bearing_wear,0.1843,early,physics_weibull,steady_state,515
1663,1,bearing_wear,0.4784,developing,physics_weibull,high_load,515
1664,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1665,1,bearing_wear,0.9757,advanced,physics_weibull,steady_state,515
1666,1,bearing_wear,0.2579,early,physics_weibull,high_load,515
1667,1,bearing_wear,0.5281,developing,physics_weibull,steady_state,515
1668,1,bearing_wear,0.4277,developing,physics_weibull,startup,515
1669,1,bearing_wear,0.1514,early,physics_weibull,steady_state,515
1670,1,bearing_wear,0.3373,developing,physics_weibull,steady_state,515
1671,1,bearing_wear,0.0992,early,physics_weibull,high_load,515
1672,1,bearing_wear,0.0958,early,physics_weibull,high_load,515
1673,1,bearing_wear,0.0875,early,physics_weibull,high_load,515
1674,1,bearing_wear,0.1034,early,physics_weibull,startup,515
1675,1,bearing_wear,0.2043,early,physics_weibull,startup,515
1676,1,bearing_wear,0.0679,early,physics_weibull,steady_state,515
1677,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1678,1,bearing_wear,0.5252,developing,physics_weibull,startup,515
1679,1,bearing_wear,0.5314,developing,physics_weibull,high_load,515
1680,1,bearing_wear,0.1475,early,physics_weibull,steady_state,515
1681,1,bearing_wear,0.0907,early,physics_weibull,high_load,515
1682,1,bearing_wear,0.9105,advanced,physics_weibull,high_load,515
1683,1,bearing_wear,0.5641,developing,physics_weibull,high_load,515
1684,1,bearing_wear,0.05,early,physics_weibull,startup,515
1685,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1686,1,bearing_wear,0.4655,developing,physics_weibull,startup,515
1687,1,bearing_wear,0.1869,early,physics_weibull,steady_state,515
1688,1,bearing_wear,0.7386,advanced,physics_weibull,high_load,515
1689,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1690,1,bearing_wear,0.202,early,physics_weibull,startup,515
1691,1,bearing_wear,0.4431,developing,physics_weibull,steady_state,515
1692,1,bearing_wear,0.1351,early,physics_weibull,startup,515
1693,1,bearing_wear,0.1108,early,physics_weibull,steady_state,515
1694,1,bearing_wear,0.9129,advanced,physics_weibull,steady_state,515
1695,1,bearing_wear,0.0845,early,physics_weibull,startup,515
1696,1,bearing_wear,0.0518,early,physics_weibull,startup,515
1697,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1698,1,bearing_wear,0.3227,developing,physics_weibull,startup,515
1699,1,bearing_wear,0.5974,developing,physics_weibull,high_load,515
1700,1,bearing_wear,0.4666,developing,physics_weibull,steady_state,515
1701,1,bearing_wear,0.05,early,physics_weibull,startup,515
1702,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1703,1,bearing_wear,0.1587,early,physics_weibull,high_load,515
1704,1,bearing_wear,0.367,developing,physics_weibull,steady_state,515
1705,1,bearing_wear,0.1971,early,physics_weibull,steady_state,515
1706,1,bearing_wear,0.9517,advanced,physics_weibull,startup,515
1707,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1708,1,bearing_wear,0.7411,advanced,physics_weibull,startup,515
1709,1,bearing_wear,0.1507,early,physics_weibull,high_load,515
1710,1,bearing_wear,0.8145,advanced,physics_weibull,high_load,515
1711,1,bearing_wear,0.1572,early,physics_weibull,startup,515
1712,1,bearing_wear,0.8835,advanced,physics_weibull,steady_state,515
1713,1,bearing_wear,0.6218,developing,physics_weibull,steady_state,515
1714,1,bearing_wear,0.2447,early,physics_weibull,startup,515
1715,1,bearing_wear,0.7671,advanced,physics_weibull,steady_state,515
1716,1,bearing_wear,0.1798,early,physics_weibull,steady_state,515
1717,1,bearing_wear,0.0974,early,physics_weibull,startup,515
1718,1,bearing_wear,0.1187,early,physics_weibull,high_load,515
1719,1,bearing_wear,0.8669,advanced,physics_weibull,startup,515
1720,1,bearing_wear,0.7562,advanced,physics_weibull,steady_state,515
1721,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1722,1,bearing_wear,0.066,early,physics_weibull,startup,515
1723,1,bearing_wear,0.6244,developing,physics_weibull,steady_state,515
1724,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1725,1,bearing_wear,0.2195,early,physics_weibull,high_load,515
1726,1,bearing_wear,0.7307,advanced,physics_weibull,steady_state,515
1727,1,bearing_wear,0.1126,early,physics_weibull,high_load,515
1728,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1729,1,bearing_wear,0.3295,developing,physics_weibull,startup,515
1730,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1731,1,bearing_wear,0.05,early,physics_weibull,startup,515
1732,1,bearing_wear,0.7004,advanced,physics_weibull,high_load,515
1733,1,bearing_wear,0.7982,advanced,physics_weibull,startup,515
1734,1,bearing_wear,0.7272,advanced,physics_weibull,steady_state,515
1735,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1736,1,bearing_wear,0.5986,developing,physics_weibull,startup,515
1737,1,bearing_wear,0.05,early,physics_weibull,steady_state,515
1738,1,bearing_wear,0.1047,early,physics_weibull,high_load,515
1739,1,bearing_wear,0.3937,developing,physics_weibull,startup,515
1740,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1741,1,bearing_wear,0.9832,advanced,physics_weibull,steady_state,515
1742,1,bearing_wear,0.1045,early,physics_weibull,high_load,515
1743,1,bearing_wear,0.1616,early,physics_weibull,startup,515
1744,1,bearing_wear,0.0555,early,physics_weibull,steady_state,515
1745,1,bearing_wear,0.1814,early,physics_weibull,high_load,515
1746,1,bearing_wear,0.0792,early,physics_weibull,high_load,515
1747,1,bearing_wear,0.063,early,physics_weibull,steady_state,515
1748,1,bearing_wear,0.2502,early,physics_weibull,steady_state,515
1749,1,bearing_wear,0.2894,early,physics_weibull,steady_state,515
1750,1,bearing_wear,0.6068,developing,physics_weibull,high_load,515
1751,1,bearing_wear,0.9325,advanced,physics_weibull,steady_state,515
1752,1,bearing_wear,0.1323,early,physics_weibull,high_load,515
1753,1,bearing_wear,0.05,early,physics_weibull,high_load,515
1754,1,bearing_wear,0.0548,early,physics_weibull,startup,515
1755,1,bearing_wear,0.4674,developing,physics_weibull,high_load,515
1756,1,bearing_wear,0.1105,early,physics_weibull,high_load,515
