seq_id,label,label_name,group,steps,severity,cluster_id,source,m6b_step,generated,seed_idx,fail_type,fail_channel,fault_name,primary_label,secondary_label,primary_onset_step,secondary_onset_step,lag_steps,cluster_name,arch_version,base_label,base_fault,masked_channel,mask_type,mask_onset_step,variant,fault_channels,fault_ch_names,subtype,onset_step,multi_sensor_anomaly_count
9055,3,cavitation,A,150,0.6339941620826721,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9056,3,cavitation,A,150,0.8068859577178955,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9057,3,cavitation,A,150,0.3645316958427429,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9058,3,cavitation,A,150,0.2464323490858078,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9059,3,cavitation,A,150,0.7216626405715942,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9060,3,cavitation,A,150,0.722074031829834,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9061,3,cavitation,A,150,0.5366066098213196,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9062,3,cavitation,A,150,0.23558951914310455,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9063,3,cavitation,A,150,0.8648825287818909,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9064,3,cavitation,A,150,0.7356306314468384,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9065,3,cavitation,A,150,0.6964118480682373,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9066,3,cavitation,A,150,0.48875007033348083,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9067,3,cavitation,A,150,0.6984637975692749,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9068,3,cavitation,A,150,0.6524202227592468,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9069,3,cavitation,A,150,0.8436858057975769,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9070,3,cavitation,A,150,0.5028729438781738,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9071,3,cavitation,A,150,0.7543418407440186,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9072,3,cavitation,A,150,0.2122860848903656,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9073,3,cavitation,A,150,0.8373241424560547,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9074,3,cavitation,A,150,0.37680965662002563,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9075,3,cavitation,A,150,0.8175461888313293,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9076,3,cavitation,A,150,0.6143319010734558,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9077,3,cavitation,A,150,0.9450696110725403,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9078,3,cavitation,A,150,0.8713627457618713,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9079,3,cavitation,A,150,0.9998518824577332,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9080,3,cavitation,A,150,0.6053694486618042,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9081,3,cavitation,A,150,0.752269446849823,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9082,3,cavitation,A,150,0.42605161666870117,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9083,3,cavitation,A,150,0.6466122269630432,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9084,3,cavitation,A,150,0.4330196976661682,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9085,3,cavitation,A,150,0.8358398079872131,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9086,3,cavitation,A,150,0.8597428798675537,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9087,3,cavitation,A,150,0.5785542130470276,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9088,3,cavitation,A,150,0.23741772770881653,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9089,3,cavitation,A,150,0.3110924959182739,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9090,3,cavitation,A,150,0.980929970741272,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9091,3,cavitation,A,150,0.9666845798492432,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9092,3,cavitation,A,150,0.8969740867614746,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9093,3,cavitation,A,150,0.8711078763008118,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9094,3,cavitation,A,150,0.9912498593330383,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9095,3,cavitation,A,150,0.6219376921653748,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9096,3,cavitation,A,150,0.800150454044342,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9097,3,cavitation,A,150,0.3614712357521057,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9098,3,cavitation,A,150,0.6115753054618835,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9099,3,cavitation,A,150,0.2695748209953308,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9100,3,cavitation,A,150,0.3086950480937958,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9101,3,cavitation,A,150,0.32512325048446655,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9102,3,cavitation,A,150,0.34333398938179016,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9103,3,cavitation,A,150,0.9967270493507385,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9104,3,cavitation,A,150,0.29249072074890137,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9105,3,cavitation,A,150,0.7980604767799377,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9106,3,cavitation,A,150,0.5466808676719666,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9107,3,cavitation,A,150,0.8654991388320923,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9108,3,cavitation,A,150,0.625228226184845,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9109,3,cavitation,A,150,0.6802008152008057,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9110,3,cavitation,A,150,0.8071386814117432,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9111,3,cavitation,A,150,0.6475415825843811,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9112,3,cavitation,A,150,0.8512697219848633,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9113,3,cavitation,A,150,0.9986246824264526,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9114,3,cavitation,A,150,0.7983904480934143,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9115,3,cavitation,A,150,0.9337508082389832,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9116,3,cavitation,A,150,0.4869888126850128,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9117,3,cavitation,A,150,0.7508523464202881,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9118,3,cavitation,A,150,0.7886572480201721,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9119,3,cavitation,A,150,0.2063230574131012,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9120,3,cavitation,A,150,0.836090624332428,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9121,3,cavitation,A,150,0.31344905495643616,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9122,3,cavitation,A,150,0.7408366203308105,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9123,3,cavitation,A,150,0.8147546648979187,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9124,3,cavitation,A,150,0.8034099340438843,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9125,3,cavitation,A,150,0.7740308046340942,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9126,3,cavitation,A,150,0.4933037757873535,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9127,3,cavitation,A,150,0.8866251111030579,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9128,3,cavitation,A,150,0.43285927176475525,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9129,3,cavitation,A,150,0.2816298007965088,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9130,3,cavitation,A,150,0.9287113547325134,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9131,3,cavitation,A,150,0.5952078104019165,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9132,3,cavitation,A,150,0.47197380661964417,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9133,3,cavitation,A,150,0.22853857278823853,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9134,3,cavitation,A,150,0.259229451417923,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9135,3,cavitation,A,150,0.4944778084754944,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9136,3,cavitation,A,150,0.35530954599380493,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9137,3,cavitation,A,150,0.8240109086036682,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9138,3,cavitation,A,150,0.6443040370941162,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9139,3,cavitation,A,150,0.28045523166656494,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9140,3,cavitation,A,150,0.6393460631370544,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9141,3,cavitation,A,150,0.40267643332481384,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9142,3,cavitation,A,150,0.4904138445854187,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9143,3,cavitation,A,150,0.7937558889389038,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9144,3,cavitation,A,150,0.3840036988258362,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9145,3,cavitation,A,150,0.35956984758377075,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9146,3,cavitation,A,150,0.5596757531166077,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9147,3,cavitation,A,150,0.5568584203720093,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9148,3,cavitation,A,150,0.9876531958580017,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9149,3,cavitation,A,150,0.3805812895298004,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9150,3,cavitation,A,150,0.30483922362327576,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9151,3,cavitation,A,150,0.5821864604949951,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9152,3,cavitation,A,150,0.36757469177246094,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9153,3,cavitation,A,150,0.8087350130081177,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9154,3,cavitation,A,150,0.4740290641784668,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9155,3,cavitation,A,150,0.8762659430503845,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9156,3,cavitation,A,150,0.2721760869026184,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9157,3,cavitation,A,150,0.4245830774307251,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9158,3,cavitation,A,150,0.6446385979652405,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9159,3,cavitation,A,150,0.9059205055236816,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9160,3,cavitation,A,150,0.9282322525978088,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9161,3,cavitation,A,150,0.8208498358726501,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9162,3,cavitation,A,150,0.707764744758606,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9163,3,cavitation,A,150,0.9175609946250916,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9164,3,cavitation,A,150,0.6204884648323059,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9165,3,cavitation,A,150,0.2412431240081787,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9166,3,cavitation,A,150,0.7255139350891113,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9167,3,cavitation,A,150,0.6635372638702393,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9168,3,cavitation,A,150,0.4990367889404297,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9169,3,cavitation,A,150,0.6945194005966187,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9170,3,cavitation,A,150,0.23873847723007202,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9171,3,cavitation,A,150,0.4687700867652893,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9172,3,cavitation,A,150,0.3885705769062042,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9173,3,cavitation,A,150,0.8145183324813843,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9174,3,cavitation,A,150,0.21376937627792358,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9175,3,cavitation,A,150,0.585085391998291,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9176,3,cavitation,A,150,0.573341965675354,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9177,3,cavitation,A,150,0.364412784576416,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9178,3,cavitation,A,150,0.8805579543113708,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9179,3,cavitation,A,150,0.21585939824581146,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9180,3,cavitation,A,150,0.518932044506073,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9181,3,cavitation,A,150,0.6875354051589966,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9182,3,cavitation,A,150,0.275141179561615,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9183,3,cavitation,A,150,0.45617711544036865,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9184,3,cavitation,A,150,0.7238341569900513,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9185,3,cavitation,A,150,0.6367911696434021,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9186,3,cavitation,A,150,0.5338299870491028,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9187,3,cavitation,A,150,0.9971509575843811,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9188,3,cavitation,A,150,0.23252665996551514,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9189,3,cavitation,A,150,0.4795630872249603,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9190,3,cavitation,A,150,0.8862294554710388,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9191,3,cavitation,A,150,0.47667133808135986,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9192,3,cavitation,A,150,0.886570394039154,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9193,3,cavitation,A,150,0.9048389792442322,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9194,3,cavitation,A,150,0.7551959156990051,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9195,3,cavitation,A,150,0.924873411655426,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9196,3,cavitation,A,150,0.6684984564781189,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9197,3,cavitation,A,150,0.5901331901550293,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9198,3,cavitation,A,150,0.5464555025100708,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9199,3,cavitation,A,150,0.8174198865890503,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9200,3,cavitation,A,150,0.7882779240608215,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9201,3,cavitation,A,150,0.6747403740882874,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9202,3,cavitation,A,150,0.8942820429801941,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9203,3,cavitation,A,150,0.3748690187931061,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9204,3,cavitation,A,150,0.8038882613182068,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9205,3,cavitation,A,150,0.39173978567123413,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9206,3,cavitation,A,150,0.693021297454834,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9207,3,cavitation,A,150,0.3507132828235626,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9208,3,cavitation,A,150,0.8485516905784607,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9209,3,cavitation,A,150,0.26369374990463257,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9210,3,cavitation,A,150,0.6155646443367004,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9211,3,cavitation,A,150,0.9928854703903198,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9212,3,cavitation,A,150,0.9186167120933533,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9213,3,cavitation,A,150,0.33428364992141724,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9214,3,cavitation,A,150,0.42149171233177185,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9215,3,cavitation,A,150,0.5959705114364624,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9216,3,cavitation,A,150,0.256869912147522,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9217,3,cavitation,A,150,0.710491418838501,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9218,3,cavitation,A,150,0.5001089572906494,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9219,3,cavitation,A,150,0.7895868420600891,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9220,3,cavitation,A,150,0.992638111114502,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9221,3,cavitation,A,150,0.618580162525177,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9222,3,cavitation,A,150,0.43908190727233887,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9223,3,cavitation,A,150,0.6124011874198914,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9224,3,cavitation,A,150,0.8389371037483215,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9225,3,cavitation,A,150,0.9450498819351196,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9226,3,cavitation,A,150,0.6735405325889587,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9227,3,cavitation,A,150,0.9405227899551392,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9228,3,cavitation,A,150,0.9068781733512878,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9229,3,cavitation,A,150,0.23178377747535706,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9230,3,cavitation,A,150,0.2816443145275116,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9231,3,cavitation,A,150,0.6348220109939575,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9232,3,cavitation,A,150,0.23325181007385254,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
9233,3,cavitation,A,150,0.7035510540008545,2,m6b_physics_lib_v2,0b_v2,2026-04-26,-1.0,,,,,,,,,,,,,,,,,,,,,
