seq_id,label,label_name,group,steps,severity,cluster_id,source,seed_idx,m6b_step,generated,fail_type,fail_channel
M6B_L2_00096,2,impeller_imbalance,A,200,0.7436246871948242,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00097,2,impeller_imbalance,A,200,0.42668744921684265,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00098,2,impeller_imbalance,A,200,0.7817512154579163,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00099,2,impeller_imbalance,A,200,0.8021208643913269,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00100,2,impeller_imbalance,A,200,0.49029481410980225,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00101,2,impeller_imbalance,A,200,0.9465317130088806,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00102,2,impeller_imbalance,A,200,0.9755880832672119,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00103,2,impeller_imbalance,A,200,0.412337988615036,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00104,2,impeller_imbalance,A,200,0.7845509648323059,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00105,2,impeller_imbalance,A,200,0.36152032017707825,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00106,2,impeller_imbalance,A,200,0.37473538517951965,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00107,2,impeller_imbalance,A,200,0.8181159496307373,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00108,2,impeller_imbalance,A,200,0.9561725854873657,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00109,2,impeller_imbalance,A,200,0.5967766046524048,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00110,2,impeller_imbalance,A,200,0.45122504234313965,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00111,2,impeller_imbalance,A,200,0.42584550380706787,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00112,2,impeller_imbalance,A,200,0.563033938407898,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00113,2,impeller_imbalance,A,200,0.712224543094635,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00114,2,impeller_imbalance,A,200,0.9351916313171387,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00115,2,impeller_imbalance,A,200,0.798015296459198,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00116,2,impeller_imbalance,A,200,0.9036484956741333,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00117,2,impeller_imbalance,A,200,0.8070682287216187,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00118,2,impeller_imbalance,A,200,0.544313907623291,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00119,2,impeller_imbalance,A,200,0.9627624154090881,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00120,2,impeller_imbalance,A,200,0.6856203675270081,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00121,2,impeller_imbalance,A,200,0.5625624060630798,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00122,2,impeller_imbalance,A,200,0.7428781390190125,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00123,2,impeller_imbalance,A,200,0.8027601838111877,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00124,2,impeller_imbalance,A,200,0.657076358795166,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00125,2,impeller_imbalance,A,200,0.5866796970367432,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00126,2,impeller_imbalance,A,200,0.9311070442199707,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00127,2,impeller_imbalance,A,200,0.6063270568847656,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00128,2,impeller_imbalance,A,200,0.6304405331611633,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00129,2,impeller_imbalance,A,200,0.9493135213851929,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00130,2,impeller_imbalance,A,200,0.9689190983772278,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00131,2,impeller_imbalance,A,200,0.7214468717575073,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00132,2,impeller_imbalance,A,200,0.542569100856781,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00133,2,impeller_imbalance,A,200,0.31577008962631226,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00134,2,impeller_imbalance,A,200,0.279596209526062,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00135,2,impeller_imbalance,A,200,0.4435077905654907,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00136,2,impeller_imbalance,A,200,0.20797018706798553,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00137,2,impeller_imbalance,A,200,0.8785102367401123,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00138,2,impeller_imbalance,A,200,0.37896448373794556,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00139,2,impeller_imbalance,A,200,0.32753992080688477,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00140,2,impeller_imbalance,A,200,0.5936112403869629,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00141,2,impeller_imbalance,A,200,0.7113869190216064,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00142,2,impeller_imbalance,A,200,0.23227261006832123,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00143,2,impeller_imbalance,A,200,0.30191460251808167,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00144,2,impeller_imbalance,A,200,0.9678492546081543,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00145,2,impeller_imbalance,A,200,0.6880370378494263,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00146,2,impeller_imbalance,A,200,0.9463619589805603,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00147,2,impeller_imbalance,A,200,0.3687058091163635,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00148,2,impeller_imbalance,A,200,0.8402632474899292,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00149,2,impeller_imbalance,A,200,0.3170585632324219,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00150,2,impeller_imbalance,A,200,0.6967098712921143,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00151,2,impeller_imbalance,A,200,0.8434374332427979,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00152,2,impeller_imbalance,A,200,0.33441635966300964,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00153,2,impeller_imbalance,A,200,0.2729596495628357,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00154,2,impeller_imbalance,A,200,0.7171832323074341,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00155,2,impeller_imbalance,A,200,0.583234429359436,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00156,2,impeller_imbalance,A,200,0.6304340958595276,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00157,2,impeller_imbalance,A,200,0.7551666498184204,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00158,2,impeller_imbalance,A,200,0.8776894807815552,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00159,2,impeller_imbalance,A,200,0.7096098065376282,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00160,2,impeller_imbalance,A,200,0.8648090958595276,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00161,2,impeller_imbalance,A,200,0.9789969325065613,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00162,2,impeller_imbalance,A,200,0.9911606907844543,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00163,2,impeller_imbalance,A,200,0.5141544342041016,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00164,2,impeller_imbalance,A,200,0.3934229910373688,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00165,2,impeller_imbalance,A,200,0.8902119398117065,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00166,2,impeller_imbalance,A,200,0.4642946124076843,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00167,2,impeller_imbalance,A,200,0.8449937105178833,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00168,2,impeller_imbalance,A,200,0.36132481694221497,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00169,2,impeller_imbalance,A,200,0.33991387486457825,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00170,2,impeller_imbalance,A,200,0.5470889210700989,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00171,2,impeller_imbalance,A,200,0.5134308338165283,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00172,2,impeller_imbalance,A,200,0.2652589976787567,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00173,2,impeller_imbalance,A,200,0.9668527245521545,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00174,2,impeller_imbalance,A,200,0.45934048295021057,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00175,2,impeller_imbalance,A,200,0.29258158802986145,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00176,2,impeller_imbalance,A,200,0.3975473642349243,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00177,2,impeller_imbalance,A,200,0.258491188287735,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00178,2,impeller_imbalance,A,200,0.6488347053527832,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00179,2,impeller_imbalance,A,200,0.8351460099220276,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00180,2,impeller_imbalance,A,200,0.7360542416572571,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00181,2,impeller_imbalance,A,200,0.5194281935691833,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00182,2,impeller_imbalance,A,200,0.8278025388717651,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00183,2,impeller_imbalance,A,200,0.535992443561554,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00184,2,impeller_imbalance,A,200,0.20553988218307495,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00185,2,impeller_imbalance,A,200,0.5260190963745117,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00186,2,impeller_imbalance,A,200,0.29266688227653503,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00187,2,impeller_imbalance,A,200,0.31801894307136536,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00188,2,impeller_imbalance,A,200,0.31344977021217346,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00189,2,impeller_imbalance,A,200,0.4393985867500305,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00190,2,impeller_imbalance,A,200,0.4641234874725342,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00191,2,impeller_imbalance,A,200,0.6645061373710632,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00192,2,impeller_imbalance,A,200,0.9472522735595703,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00193,2,impeller_imbalance,A,200,0.6701651215553284,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00194,2,impeller_imbalance,A,200,0.8748078346252441,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00195,2,impeller_imbalance,A,200,0.9828532934188843,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00196,2,impeller_imbalance,A,200,0.6214725971221924,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00197,2,impeller_imbalance,A,200,0.2819107174873352,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00198,2,impeller_imbalance,A,200,0.23912271857261658,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00199,2,impeller_imbalance,A,200,0.8744035363197327,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00200,2,impeller_imbalance,A,200,0.7064799666404724,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00201,2,impeller_imbalance,A,200,0.5950530171394348,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00202,2,impeller_imbalance,A,200,0.7838475704193115,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00203,2,impeller_imbalance,A,200,0.20252011716365814,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00204,2,impeller_imbalance,A,200,0.8833605051040649,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00205,2,impeller_imbalance,A,200,0.7766584157943726,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00206,2,impeller_imbalance,A,200,0.6318705081939697,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00207,2,impeller_imbalance,A,200,0.7452487945556641,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00208,2,impeller_imbalance,A,200,0.6748291850090027,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00209,2,impeller_imbalance,A,200,0.5566738247871399,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00210,2,impeller_imbalance,A,200,0.5990438461303711,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00211,2,impeller_imbalance,A,200,0.2051451951265335,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00212,2,impeller_imbalance,A,200,0.7242031693458557,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00213,2,impeller_imbalance,A,200,0.986483633518219,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00214,2,impeller_imbalance,A,200,0.5481495261192322,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00215,2,impeller_imbalance,A,200,0.30146607756614685,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00216,2,impeller_imbalance,A,200,0.7095612287521362,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00217,2,impeller_imbalance,A,200,0.5543110370635986,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00218,2,impeller_imbalance,A,200,0.33213475346565247,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00219,2,impeller_imbalance,A,200,0.5759932994842529,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00220,2,impeller_imbalance,A,200,0.3164866268634796,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00221,2,impeller_imbalance,A,200,0.8555015325546265,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00222,2,impeller_imbalance,A,200,0.5867671370506287,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00223,2,impeller_imbalance,A,200,0.8021977543830872,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00224,2,impeller_imbalance,A,200,0.2953217327594757,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00225,2,impeller_imbalance,A,200,0.26728424429893494,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00226,2,impeller_imbalance,A,200,0.8795806765556335,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00227,2,impeller_imbalance,A,200,0.5480002164840698,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00228,2,impeller_imbalance,A,200,0.8203924894332886,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00229,2,impeller_imbalance,A,200,0.2790854275226593,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00230,2,impeller_imbalance,A,200,0.38942858576774597,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00231,2,impeller_imbalance,A,200,0.9283800721168518,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00232,2,impeller_imbalance,A,200,0.2930188477039337,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00233,2,impeller_imbalance,A,200,0.6301124691963196,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00234,2,impeller_imbalance,A,200,0.4221377670764923,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00235,2,impeller_imbalance,A,200,0.44075217843055725,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00236,2,impeller_imbalance,A,200,0.23981626331806183,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00237,2,impeller_imbalance,A,200,0.7441579699516296,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00238,2,impeller_imbalance,A,200,0.23855316638946533,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00239,2,impeller_imbalance,A,200,0.46866610646247864,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00240,2,impeller_imbalance,A,200,0.6279122829437256,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00241,2,impeller_imbalance,A,200,0.9780393242835999,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00242,2,impeller_imbalance,A,200,0.8818274140357971,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00243,2,impeller_imbalance,A,200,0.5893762111663818,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00244,2,impeller_imbalance,A,200,0.8511385321617126,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00245,2,impeller_imbalance,A,200,0.4784596860408783,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00246,2,impeller_imbalance,A,200,0.2266821265220642,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00247,2,impeller_imbalance,A,200,0.36557045578956604,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00248,2,impeller_imbalance,A,200,0.2452685832977295,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00249,2,impeller_imbalance,A,200,0.45755329728126526,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00250,2,impeller_imbalance,A,200,0.6257534027099609,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00251,2,impeller_imbalance,A,200,0.47555506229400635,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00252,2,impeller_imbalance,A,200,0.621789813041687,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00253,2,impeller_imbalance,A,200,0.6058368682861328,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00254,2,impeller_imbalance,A,200,0.40896737575531006,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00255,2,impeller_imbalance,A,200,0.8819007873535156,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00256,2,impeller_imbalance,A,200,0.5272711515426636,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00257,2,impeller_imbalance,A,200,0.3629552721977234,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00258,2,impeller_imbalance,A,200,0.6455118656158447,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00259,2,impeller_imbalance,A,200,0.6707253456115723,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00260,2,impeller_imbalance,A,200,0.6803979873657227,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00261,2,impeller_imbalance,A,200,0.7767672538757324,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00262,2,impeller_imbalance,A,200,0.5347042083740234,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00263,2,impeller_imbalance,A,200,0.34300798177719116,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00264,2,impeller_imbalance,A,200,0.9458143711090088,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00265,2,impeller_imbalance,A,200,0.7185543775558472,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00266,2,impeller_imbalance,A,200,0.3050185441970825,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00267,2,impeller_imbalance,A,200,0.3629465401172638,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00268,2,impeller_imbalance,A,200,0.5251057744026184,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00269,2,impeller_imbalance,A,200,0.683648943901062,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00270,2,impeller_imbalance,A,200,0.990070104598999,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00271,2,impeller_imbalance,A,200,0.391562819480896,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00272,2,impeller_imbalance,A,200,0.7675350904464722,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00273,2,impeller_imbalance,A,200,0.9437861442565918,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00274,2,impeller_imbalance,A,200,0.5080856084823608,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00275,2,impeller_imbalance,A,200,0.7653207182884216,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00276,2,impeller_imbalance,A,200,0.3270108699798584,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00277,2,impeller_imbalance,A,200,0.5352492928504944,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00278,2,impeller_imbalance,A,200,0.43639788031578064,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00279,2,impeller_imbalance,A,200,0.5016911625862122,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00280,2,impeller_imbalance,A,200,0.42948246002197266,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00281,2,impeller_imbalance,A,200,0.8239662647247314,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00282,2,impeller_imbalance,A,200,0.6509517431259155,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00283,2,impeller_imbalance,A,200,0.8378158807754517,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00284,2,impeller_imbalance,A,200,0.49506816267967224,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00285,2,impeller_imbalance,A,200,0.46487459540367126,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00286,2,impeller_imbalance,A,200,0.45992201566696167,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00287,2,impeller_imbalance,A,200,0.3953601121902466,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00288,2,impeller_imbalance,A,200,0.764419674873352,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00289,2,impeller_imbalance,A,200,0.9083142280578613,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00290,2,impeller_imbalance,A,200,0.3442995548248291,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00291,2,impeller_imbalance,A,200,0.22947654128074646,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00292,2,impeller_imbalance,A,200,0.24612729251384735,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00293,2,impeller_imbalance,A,200,0.23422999680042267,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00294,2,impeller_imbalance,A,200,0.5913712978363037,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00295,2,impeller_imbalance,A,200,0.8143002986907959,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00296,2,impeller_imbalance,A,200,0.4732798635959625,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00297,2,impeller_imbalance,A,200,0.5231053233146667,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00298,2,impeller_imbalance,A,200,0.9141159057617188,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00299,2,impeller_imbalance,A,200,0.9337031841278076,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00300,2,impeller_imbalance,A,200,0.26798316836357117,3,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00301,2,impeller_imbalance,A,200,0.40205323696136475,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00302,2,impeller_imbalance,A,200,0.9875150322914124,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
M6B_L2_00303,2,impeller_imbalance,A,200,0.8369370102882385,1,m6b_physics_lib_v2,-1,0b_v2,2026-04-26,,
