seq_id,label,fault_type,severity,fault_stage,source,cluster_id,seed_idx,fail_type,fail_channel
1160,0,normal,0.0,normal,real_cira,0,-1,,
1161,0,normal,0.0,normal,real_cira,2,-1,,
1162,0,normal,0.0,normal,real_cira,0,-1,,
1163,0,normal,0.0,normal,real_cira,0,-1,,
1164,0,normal,0.0,normal,real_cira,0,-1,,
1165,0,normal,0.0,normal,real_cira,2,-1,,
1166,0,normal,0.0,normal,real_cira,0,-1,,
1167,0,normal,0.0,normal,real_cira,3,-1,,
1168,0,normal,0.0,normal,real_cira,0,-1,,
1169,0,normal,0.0,normal,real_cira,0,-1,,
1170,0,normal,0.0,normal,real_cira,2,-1,,
1171,0,normal,0.0,normal,real_cira,0,-1,,
1172,0,normal,0.0,normal,real_cira,3,-1,,
1173,0,normal,0.0,normal,real_cira,0,-1,,
1174,0,normal,0.0,normal,real_cira,2,-1,,
1175,0,normal,0.0,normal,real_cira,1,-1,,
1176,0,normal,0.0,normal,real_cira,0,-1,,
1177,0,normal,0.0,normal,real_cira,0,-1,,
1178,0,normal,0.0,normal,real_cira,3,-1,,
1179,0,normal,0.0,normal,real_cira,2,-1,,
1180,0,normal,0.0,normal,real_cira,2,-1,,
1181,0,normal,0.0,normal,real_cira,0,-1,,
1182,0,normal,0.0,normal,real_cira,0,-1,,
1183,0,normal,0.0,normal,real_cira,0,-1,,
1184,0,normal,0.0,normal,real_cira,3,-1,,
1185,0,normal,0.0,normal,real_cira,0,-1,,
1186,0,normal,0.0,normal,real_cira,0,-1,,
1187,0,normal,0.0,normal,real_cira,0,-1,,
1188,0,normal,0.0,normal,real_cira,0,-1,,
1189,0,normal,0.0,normal,real_cira,0,-1,,
1190,0,normal,0.0,normal,real_cira,0,-1,,
1191,0,normal,0.0,normal,real_cira,3,-1,,
1192,0,normal,0.0,normal,real_cira,0,-1,,
1193,0,normal,0.0,normal,real_cira,0,-1,,
1194,0,normal,0.0,normal,real_cira,0,-1,,
1195,0,normal,0.0,normal,real_cira,2,-1,,
1196,0,normal,0.0,normal,real_cira,0,-1,,
1197,0,normal,0.0,normal,real_cira,3,-1,,
1198,0,normal,0.0,normal,real_cira,2,-1,,
1199,0,normal,0.0,normal,real_cira,2,-1,,
1200,1,bearing_wear,0.6839,advanced,physics_weibull_v5,1,-1,,
1201,1,bearing_wear,0.3985,developing,physics_weibull_v5,2,-1,,
1202,1,bearing_wear,0.632,developing,physics_weibull_v5,3,-1,,
1203,1,bearing_wear,0.2988,early,physics_weibull_v5,3,-1,,
1204,1,bearing_wear,0.121,early,physics_weibull_v5,3,-1,,
1205,1,bearing_wear,0.5674,developing,physics_weibull_v5,1,-1,,
1206,1,bearing_wear,0.1048,early,physics_weibull_v5,1,-1,,
1207,1,bearing_wear,0.0706,early,physics_weibull_v5,3,-1,,
1208,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1209,1,bearing_wear,0.0609,early,physics_weibull_v5,3,-1,,
1210,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1211,1,bearing_wear,0.93,advanced,physics_weibull_v5,3,-1,,
1212,1,bearing_wear,0.0984,early,physics_weibull_v5,3,-1,,
1213,1,bearing_wear,0.217,early,physics_weibull_v5,2,-1,,
1214,1,bearing_wear,0.6557,advanced,physics_weibull_v5,2,-1,,
1215,1,bearing_wear,0.2318,early,physics_weibull_v5,1,-1,,
1216,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1217,1,bearing_wear,0.1611,early,physics_weibull_v5,3,-1,,
1218,1,bearing_wear,0.2261,early,physics_weibull_v5,1,-1,,
1219,1,bearing_wear,0.2051,early,physics_weibull_v5,1,-1,,
1220,1,bearing_wear,0.0888,early,physics_weibull_v5,2,-1,,
1221,1,bearing_wear,0.1779,early,physics_weibull_v5,1,-1,,
1222,1,bearing_wear,0.7887,advanced,physics_weibull_v5,2,-1,,
1223,1,bearing_wear,0.1849,early,physics_weibull_v5,1,-1,,
1224,1,bearing_wear,0.1143,early,physics_weibull_v5,3,-1,,
1225,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1226,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1227,1,bearing_wear,0.7906,advanced,physics_weibull_v5,2,-1,,
1228,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1229,1,bearing_wear,0.2839,early,physics_weibull_v5,2,-1,,
1230,1,bearing_wear,0.4122,developing,physics_weibull_v5,2,-1,,
1231,1,bearing_wear,0.5093,developing,physics_weibull_v5,2,-1,,
1232,1,bearing_wear,0.3675,developing,physics_weibull_v5,2,-1,,
1233,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1234,1,bearing_wear,0.1438,early,physics_weibull_v5,3,-1,,
1235,1,bearing_wear,0.1062,early,physics_weibull_v5,3,-1,,
1236,1,bearing_wear,0.0775,early,physics_weibull_v5,1,-1,,
1237,1,bearing_wear,0.1643,early,physics_weibull_v5,3,-1,,
1238,1,bearing_wear,0.1419,early,physics_weibull_v5,2,-1,,
1239,1,bearing_wear,0.3819,developing,physics_weibull_v5,1,-1,,
1240,1,bearing_wear,0.2883,early,physics_weibull_v5,3,-1,,
1241,1,bearing_wear,0.0904,early,physics_weibull_v5,3,-1,,
1242,1,bearing_wear,0.1647,early,physics_weibull_v5,2,-1,,
1243,1,bearing_wear,0.333,developing,physics_weibull_v5,2,-1,,
1244,1,bearing_wear,0.0719,early,physics_weibull_v5,2,-1,,
1245,1,bearing_wear,0.6439,developing,physics_weibull_v5,3,-1,,
1246,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1247,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1248,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1249,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1250,1,bearing_wear,0.2551,early,physics_weibull_v5,1,-1,,
1251,1,bearing_wear,0.6875,advanced,physics_weibull_v5,3,-1,,
1252,1,bearing_wear,0.2958,early,physics_weibull_v5,2,-1,,
1253,1,bearing_wear,0.5924,developing,physics_weibull_v5,2,-1,,
1254,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1255,1,bearing_wear,0.3498,developing,physics_weibull_v5,2,-1,,
1256,1,bearing_wear,0.4563,developing,physics_weibull_v5,2,-1,,
1257,1,bearing_wear,0.0894,early,physics_weibull_v5,3,-1,,
1258,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1259,1,bearing_wear,0.3888,developing,physics_weibull_v5,2,-1,,
1260,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1261,1,bearing_wear,0.8844,advanced,physics_weibull_v5,2,-1,,
1262,1,bearing_wear,0.0953,early,physics_weibull_v5,3,-1,,
1263,1,bearing_wear,0.1311,early,physics_weibull_v5,2,-1,,
1264,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1265,1,bearing_wear,0.2253,early,physics_weibull_v5,2,-1,,
1266,1,bearing_wear,0.4253,developing,physics_weibull_v5,2,-1,,
1267,1,bearing_wear,0.146,early,physics_weibull_v5,3,-1,,
1268,1,bearing_wear,0.4354,developing,physics_weibull_v5,2,-1,,
1269,1,bearing_wear,0.9889,advanced,physics_weibull_v5,3,-1,,
1270,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1271,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1272,1,bearing_wear,0.2039,early,physics_weibull_v5,3,-1,,
1273,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1274,1,bearing_wear,0.9213,advanced,physics_weibull_v5,3,-1,,
1275,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1276,1,bearing_wear,0.7974,advanced,physics_weibull_v5,3,-1,,
1277,1,bearing_wear,0.6225,developing,physics_weibull_v5,2,-1,,
1278,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1279,1,bearing_wear,0.0619,early,physics_weibull_v5,1,-1,,
1280,1,bearing_wear,0.0807,early,physics_weibull_v5,2,-1,,
1281,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1282,1,bearing_wear,0.1993,early,physics_weibull_v5,1,-1,,
1283,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1284,1,bearing_wear,0.1063,early,physics_weibull_v5,3,-1,,
1285,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1286,1,bearing_wear,0.0605,early,physics_weibull_v5,2,-1,,
1287,1,bearing_wear,0.1797,early,physics_weibull_v5,3,-1,,
1288,1,bearing_wear,0.6641,advanced,physics_weibull_v5,3,-1,,
1289,1,bearing_wear,0.5787,developing,physics_weibull_v5,2,-1,,
1290,1,bearing_wear,0.2667,early,physics_weibull_v5,3,-1,,
1291,1,bearing_wear,0.4045,developing,physics_weibull_v5,2,-1,,
1292,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1293,1,bearing_wear,0.5123,developing,physics_weibull_v5,2,-1,,
1294,1,bearing_wear,0.1455,early,physics_weibull_v5,3,-1,,
1295,1,bearing_wear,0.055,early,physics_weibull_v5,3,-1,,
1296,1,bearing_wear,0.9989,advanced,physics_weibull_v5,3,-1,,
1297,1,bearing_wear,0.3242,developing,physics_weibull_v5,2,-1,,
1298,1,bearing_wear,0.0738,early,physics_weibull_v5,2,-1,,
1299,1,bearing_wear,0.2296,early,physics_weibull_v5,2,-1,,
1300,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1301,1,bearing_wear,0.5633,developing,physics_weibull_v5,2,-1,,
1302,1,bearing_wear,0.3036,developing,physics_weibull_v5,2,-1,,
1303,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1304,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1305,1,bearing_wear,0.4142,developing,physics_weibull_v5,1,-1,,
1306,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1307,1,bearing_wear,0.163,early,physics_weibull_v5,2,-1,,
1308,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1309,1,bearing_wear,0.927,advanced,physics_weibull_v5,2,-1,,
1310,1,bearing_wear,0.7395,advanced,physics_weibull_v5,2,-1,,
1311,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1312,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1313,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1314,1,bearing_wear,0.2396,early,physics_weibull_v5,2,-1,,
1315,1,bearing_wear,0.0921,early,physics_weibull_v5,3,-1,,
1316,1,bearing_wear,0.1499,early,physics_weibull_v5,2,-1,,
1317,1,bearing_wear,0.815,advanced,physics_weibull_v5,2,-1,,
1318,1,bearing_wear,0.2541,early,physics_weibull_v5,3,-1,,
1319,1,bearing_wear,0.155,early,physics_weibull_v5,3,-1,,
1320,1,bearing_wear,0.342,developing,physics_weibull_v5,2,-1,,
1321,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1322,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1323,1,bearing_wear,0.0735,early,physics_weibull_v5,1,-1,,
1324,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1325,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1326,1,bearing_wear,0.1187,early,physics_weibull_v5,3,-1,,
1327,1,bearing_wear,0.8693,advanced,physics_weibull_v5,3,-1,,
1328,1,bearing_wear,0.2093,early,physics_weibull_v5,2,-1,,
1329,1,bearing_wear,0.2582,early,physics_weibull_v5,2,-1,,
1330,1,bearing_wear,0.2298,early,physics_weibull_v5,1,-1,,
1331,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1332,1,bearing_wear,0.2925,early,physics_weibull_v5,3,-1,,
1333,1,bearing_wear,0.0563,early,physics_weibull_v5,2,-1,,
1334,1,bearing_wear,0.643,developing,physics_weibull_v5,1,-1,,
1335,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1336,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1337,1,bearing_wear,0.9738,advanced,physics_weibull_v5,2,-1,,
1338,1,bearing_wear,0.2452,early,physics_weibull_v5,1,-1,,
1339,1,bearing_wear,0.1361,early,physics_weibull_v5,1,-1,,
1340,1,bearing_wear,0.6538,advanced,physics_weibull_v5,2,-1,,
1341,1,bearing_wear,0.2201,early,physics_weibull_v5,2,-1,,
1342,1,bearing_wear,0.1692,early,physics_weibull_v5,1,-1,,
1343,1,bearing_wear,0.2653,early,physics_weibull_v5,1,-1,,
1344,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1345,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1346,1,bearing_wear,0.9189,advanced,physics_weibull_v5,3,-1,,
1347,1,bearing_wear,0.2012,early,physics_weibull_v5,1,-1,,
1348,1,bearing_wear,0.2208,early,physics_weibull_v5,1,-1,,
1349,1,bearing_wear,0.1667,early,physics_weibull_v5,1,-1,,
1350,1,bearing_wear,0.523,developing,physics_weibull_v5,2,-1,,
1351,1,bearing_wear,0.1792,early,physics_weibull_v5,3,-1,,
1352,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1353,1,bearing_wear,0.1238,early,physics_weibull_v5,1,-1,,
1354,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1355,1,bearing_wear,0.1069,early,physics_weibull_v5,2,-1,,
1356,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1357,1,bearing_wear,0.4507,developing,physics_weibull_v5,2,-1,,
1358,1,bearing_wear,0.28,early,physics_weibull_v5,3,-1,,
1359,1,bearing_wear,0.1064,early,physics_weibull_v5,3,-1,,
1360,1,bearing_wear,0.6405,developing,physics_weibull_v5,1,-1,,
1361,1,bearing_wear,0.0654,early,physics_weibull_v5,1,-1,,
1362,1,bearing_wear,0.1499,early,physics_weibull_v5,2,-1,,
1363,1,bearing_wear,0.1465,early,physics_weibull_v5,3,-1,,
1364,1,bearing_wear,0.4052,developing,physics_weibull_v5,1,-1,,
1365,1,bearing_wear,0.1539,early,physics_weibull_v5,3,-1,,
1366,1,bearing_wear,0.1099,early,physics_weibull_v5,2,-1,,
1367,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1368,1,bearing_wear,0.5587,developing,physics_weibull_v5,2,-1,,
1369,1,bearing_wear,0.7756,advanced,physics_weibull_v5,3,-1,,
1370,1,bearing_wear,0.1955,early,physics_weibull_v5,1,-1,,
1371,1,bearing_wear,0.0832,early,physics_weibull_v5,1,-1,,
1372,1,bearing_wear,0.9917,advanced,physics_weibull_v5,3,-1,,
1373,1,bearing_wear,0.6183,developing,physics_weibull_v5,2,-1,,
1374,1,bearing_wear,0.1347,early,physics_weibull_v5,2,-1,,
1375,1,bearing_wear,0.1848,early,physics_weibull_v5,2,-1,,
1376,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1377,1,bearing_wear,0.1688,early,physics_weibull_v5,3,-1,,
1378,1,bearing_wear,0.2832,early,physics_weibull_v5,1,-1,,
1379,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1380,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1381,1,bearing_wear,0.613,developing,physics_weibull_v5,1,-1,,
1382,1,bearing_wear,0.1545,early,physics_weibull_v5,2,-1,,
1383,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1384,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1385,1,bearing_wear,0.0712,early,physics_weibull_v5,3,-1,,
1386,1,bearing_wear,0.4201,developing,physics_weibull_v5,2,-1,,
1387,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1388,1,bearing_wear,0.4787,developing,physics_weibull_v5,1,-1,,
1389,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1390,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1391,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1392,1,bearing_wear,0.581,developing,physics_weibull_v5,2,-1,,
1393,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1394,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1395,1,bearing_wear,0.7652,advanced,physics_weibull_v5,1,-1,,
1396,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1397,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1398,1,bearing_wear,0.7733,advanced,physics_weibull_v5,3,-1,,
1399,1,bearing_wear,0.0671,early,physics_weibull_v5,3,-1,,
1400,1,bearing_wear,0.1396,early,physics_weibull_v5,1,-1,,
1401,1,bearing_wear,0.6203,developing,physics_weibull_v5,1,-1,,
1402,1,bearing_wear,0.0835,early,physics_weibull_v5,2,-1,,
1403,1,bearing_wear,0.2608,early,physics_weibull_v5,3,-1,,
1404,1,bearing_wear,0.4553,developing,physics_weibull_v5,2,-1,,
1405,1,bearing_wear,0.3896,developing,physics_weibull_v5,2,-1,,
1406,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1407,1,bearing_wear,0.1064,early,physics_weibull_v5,1,-1,,
1408,1,bearing_wear,0.0517,early,physics_weibull_v5,3,-1,,
1409,1,bearing_wear,0.9333,advanced,physics_weibull_v5,1,-1,,
1410,1,bearing_wear,0.0746,early,physics_weibull_v5,2,-1,,
1411,1,bearing_wear,0.2252,early,physics_weibull_v5,1,-1,,
1412,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1413,1,bearing_wear,0.682,advanced,physics_weibull_v5,3,-1,,
1414,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1415,1,bearing_wear,0.8467,advanced,physics_weibull_v5,3,-1,,
1416,1,bearing_wear,0.9495,advanced,physics_weibull_v5,3,-1,,
1417,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1418,1,bearing_wear,0.08,early,physics_weibull_v5,2,-1,,
1419,1,bearing_wear,0.069,early,physics_weibull_v5,3,-1,,
1420,1,bearing_wear,0.2478,early,physics_weibull_v5,1,-1,,
1421,1,bearing_wear,0.3208,developing,physics_weibull_v5,2,-1,,
1422,1,bearing_wear,0.7098,advanced,physics_weibull_v5,3,-1,,
1423,1,bearing_wear,0.8322,advanced,physics_weibull_v5,3,-1,,
1424,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1425,1,bearing_wear,0.7552,advanced,physics_weibull_v5,3,-1,,
1426,1,bearing_wear,0.9422,advanced,physics_weibull_v5,3,-1,,
1427,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1428,1,bearing_wear,0.3633,developing,physics_weibull_v5,2,-1,,
1429,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1430,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1431,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1432,1,bearing_wear,0.0827,early,physics_weibull_v5,2,-1,,
1433,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1434,1,bearing_wear,0.6534,advanced,physics_weibull_v5,2,-1,,
1435,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1436,1,bearing_wear,0.2041,early,physics_weibull_v5,1,-1,,
1437,1,bearing_wear,0.2048,early,physics_weibull_v5,2,-1,,
1438,1,bearing_wear,0.6811,advanced,physics_weibull_v5,1,-1,,
1439,1,bearing_wear,0.2961,early,physics_weibull_v5,2,-1,,
1440,1,bearing_wear,0.6346,developing,physics_weibull_v5,2,-1,,
1441,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1442,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1443,1,bearing_wear,0.0582,early,physics_weibull_v5,2,-1,,
1444,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1445,1,bearing_wear,0.7497,advanced,physics_weibull_v5,1,-1,,
1446,1,bearing_wear,0.5479,developing,physics_weibull_v5,2,-1,,
1447,1,bearing_wear,0.1563,early,physics_weibull_v5,3,-1,,
1448,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1449,1,bearing_wear,0.0981,early,physics_weibull_v5,2,-1,,
1450,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1451,1,bearing_wear,0.9628,advanced,physics_weibull_v5,3,-1,,
1452,1,bearing_wear,0.9944,advanced,physics_weibull_v5,3,-1,,
1453,1,bearing_wear,0.9927,advanced,physics_weibull_v5,2,-1,,
1454,1,bearing_wear,0.1137,early,physics_weibull_v5,1,-1,,
1455,1,bearing_wear,0.1917,early,physics_weibull_v5,1,-1,,
1456,1,bearing_wear,0.1459,early,physics_weibull_v5,1,-1,,
1457,1,bearing_wear,0.8987,advanced,physics_weibull_v5,1,-1,,
1458,1,bearing_wear,0.8919,advanced,physics_weibull_v5,2,-1,,
1459,1,bearing_wear,0.7717,advanced,physics_weibull_v5,3,-1,,
1460,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1461,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1462,1,bearing_wear,0.0666,early,physics_weibull_v5,3,-1,,
1463,1,bearing_wear,0.2938,early,physics_weibull_v5,3,-1,,
1464,1,bearing_wear,0.9733,advanced,physics_weibull_v5,1,-1,,
1465,1,bearing_wear,0.103,early,physics_weibull_v5,2,-1,,
1466,1,bearing_wear,0.2115,early,physics_weibull_v5,1,-1,,
1467,1,bearing_wear,0.2389,early,physics_weibull_v5,2,-1,,
1468,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1469,1,bearing_wear,0.7686,advanced,physics_weibull_v5,3,-1,,
1470,1,bearing_wear,0.1528,early,physics_weibull_v5,3,-1,,
1471,1,bearing_wear,0.0631,early,physics_weibull_v5,1,-1,,
1472,1,bearing_wear,0.8123,advanced,physics_weibull_v5,3,-1,,
1473,1,bearing_wear,0.402,developing,physics_weibull_v5,2,-1,,
1474,1,bearing_wear,0.9307,advanced,physics_weibull_v5,3,-1,,
1475,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1476,1,bearing_wear,0.8638,advanced,physics_weibull_v5,3,-1,,
1477,1,bearing_wear,0.1991,early,physics_weibull_v5,2,-1,,
1478,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1479,1,bearing_wear,0.6485,developing,physics_weibull_v5,3,-1,,
1480,1,bearing_wear,0.9125,advanced,physics_weibull_v5,3,-1,,
1481,1,bearing_wear,0.6107,developing,physics_weibull_v5,1,-1,,
1482,1,bearing_wear,0.1549,early,physics_weibull_v5,1,-1,,
1483,1,bearing_wear,0.0744,early,physics_weibull_v5,2,-1,,
1484,1,bearing_wear,0.0662,early,physics_weibull_v5,1,-1,,
1485,1,bearing_wear,0.9408,advanced,physics_weibull_v5,2,-1,,
1486,1,bearing_wear,0.0872,early,physics_weibull_v5,3,-1,,
1487,1,bearing_wear,0.619,developing,physics_weibull_v5,1,-1,,
1488,1,bearing_wear,0.058,early,physics_weibull_v5,2,-1,,
1489,1,bearing_wear,0.0558,early,physics_weibull_v5,3,-1,,
1490,1,bearing_wear,0.7444,advanced,physics_weibull_v5,1,-1,,
1491,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1492,1,bearing_wear,0.2725,early,physics_weibull_v5,1,-1,,
1493,1,bearing_wear,0.8035,advanced,physics_weibull_v5,2,-1,,
1494,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1495,1,bearing_wear,0.9361,advanced,physics_weibull_v5,3,-1,,
1496,1,bearing_wear,0.2032,early,physics_weibull_v5,1,-1,,
1497,1,bearing_wear,0.5762,developing,physics_weibull_v5,2,-1,,
1498,1,bearing_wear,0.2183,early,physics_weibull_v5,2,-1,,
1499,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1500,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1501,1,bearing_wear,0.4166,developing,physics_weibull_v5,2,-1,,
1502,1,bearing_wear,0.0811,early,physics_weibull_v5,1,-1,,
1503,1,bearing_wear,0.7331,advanced,physics_weibull_v5,1,-1,,
1504,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1505,1,bearing_wear,0.4875,developing,physics_weibull_v5,2,-1,,
1506,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1507,1,bearing_wear,0.3409,developing,physics_weibull_v5,1,-1,,
1508,1,bearing_wear,0.214,early,physics_weibull_v5,1,-1,,
1509,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1510,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1511,1,bearing_wear,0.1129,early,physics_weibull_v5,1,-1,,
1512,1,bearing_wear,0.8332,advanced,physics_weibull_v5,2,-1,,
1513,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1514,1,bearing_wear,0.1197,early,physics_weibull_v5,3,-1,,
1515,1,bearing_wear,0.0719,early,physics_weibull_v5,3,-1,,
1516,1,bearing_wear,0.1391,early,physics_weibull_v5,2,-1,,
1517,1,bearing_wear,0.123,early,physics_weibull_v5,2,-1,,
1518,1,bearing_wear,0.0621,early,physics_weibull_v5,2,-1,,
1519,1,bearing_wear,0.1836,early,physics_weibull_v5,3,-1,,
1520,1,bearing_wear,0.1069,early,physics_weibull_v5,3,-1,,
1521,1,bearing_wear,0.6371,developing,physics_weibull_v5,1,-1,,
1522,1,bearing_wear,0.5678,developing,physics_weibull_v5,2,-1,,
1523,1,bearing_wear,0.4375,developing,physics_weibull_v5,2,-1,,
1524,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1525,1,bearing_wear,0.8948,advanced,physics_weibull_v5,1,-1,,
1526,1,bearing_wear,0.6704,advanced,physics_weibull_v5,3,-1,,
1527,1,bearing_wear,0.6102,developing,physics_weibull_v5,2,-1,,
1528,1,bearing_wear,0.2594,early,physics_weibull_v5,2,-1,,
1529,1,bearing_wear,0.0819,early,physics_weibull_v5,3,-1,,
1530,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1531,1,bearing_wear,0.0703,early,physics_weibull_v5,3,-1,,
1532,1,bearing_wear,0.0829,early,physics_weibull_v5,2,-1,,
1533,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1534,1,bearing_wear,0.3404,developing,physics_weibull_v5,2,-1,,
1535,1,bearing_wear,0.4057,developing,physics_weibull_v5,2,-1,,
1536,1,bearing_wear,0.9482,advanced,physics_weibull_v5,2,-1,,
1537,1,bearing_wear,0.05,early,physics_weibull_v5,3,-1,,
1538,1,bearing_wear,0.6041,developing,physics_weibull_v5,3,-1,,
1539,1,bearing_wear,0.5499,developing,physics_weibull_v5,2,-1,,
1540,1,bearing_wear,0.0647,early,physics_weibull_v5,1,-1,,
1541,1,bearing_wear,0.8816,advanced,physics_weibull_v5,2,-1,,
1542,1,bearing_wear,0.8162,advanced,physics_weibull_v5,2,-1,,
1543,1,bearing_wear,0.0808,early,physics_weibull_v5,2,-1,,
1544,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1545,1,bearing_wear,0.6705,advanced,physics_weibull_v5,2,-1,,
1546,1,bearing_wear,0.05,early,physics_weibull_v5,2,-1,,
1547,1,bearing_wear,0.0889,early,physics_weibull_v5,2,-1,,
1548,1,bearing_wear,0.0821,early,physics_weibull_v5,3,-1,,
1549,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1550,1,bearing_wear,0.0737,early,physics_weibull_v5,2,-1,,
1551,1,bearing_wear,0.6248,developing,physics_weibull_v5,1,-1,,
1552,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1553,1,bearing_wear,0.2525,early,physics_weibull_v5,1,-1,,
1554,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
1555,1,bearing_wear,0.05,early,physics_weibull_v5,1,-1,,
